MediaCanalR,MediaCanalG,MediaCanalB,MedianaR,MedianaG,MedianaB,ModaR,ModaG,ModaB,DesviacionEstandarR,DesviacionEstandarG,DesviacionEstandarB,MedioEscalaDeGrises,DesviacionEstandarEscalaDeGris,MedianaEscalaDeGris,ModaEscalaDeGris,MediaH,MediaS,MediaV,DesviacionEstandarH,DesviacionEstandarS,DesviacionEstandarV,MedianaH,MedianaS,MedianaV,ModaH,ModaS,ModaV,EntropiaEscalaDeGrises,EntropiaR,EntropiaG,EntropiaB,Class
52.08,74.86,62.64,44,69,57,28,151,155,31.09,37.37,33.42,66.77,30.59,62,60,153.68,30.72,29.52,19.95,15.72,14.82,150,29.73,27.06,150,10.32,60.78,6.72,6.53,6.8,6.75,N
55.58,91.78,152.2,58,92,151,62,91,140,12.09,28.52,36.26,105.3,20.98,107,109,217.82,62.98,61.18,15.45,9.51,13.04,220.59,62.84,59.61,210,66.67,54.9,6.34,5.45,6.34,7.04,I
64.39,72.08,63.39,65,66,63,62,62,61,13.7,28.43,18.72,65.87,13.35,65,60,117.31,16.3,29.31,76.32,15.86,10.86,137.14,11.11,26.67,20,20.35,24.31,5.68,5.37,5.85,6.05,N
28.15,46.76,32.47,24,40,27,17,37,19,20.25,34.58,24.83,37.5,21.85,34,24,137,42.26,18.77,29.58,18.61,14.2,132.63,39.19,15.69,120,50,14.51,6.25,6.04,6.47,6.16,N
56.12,61.46,101,55,54,85,54,49,76,8.64,24.34,37.55,71.82,19.57,63,60,239.27,42.95,40.7,16.4,13,15.34,243.33,40.51,33.73,248.18,32.89,29.8,5.62,4.59,5.19,6.48,H
49.22,144.85,207.26,34,131,209,0,255,255,43.47,51.24,38.39,153.42,42.77,144,108,202.68,78.36,82.87,14.44,16.82,11.9,208,83.33,82.75,211.74,100,100,7.19,6.97,7.29,6.53,I
36.35,126.68,216.73,34,4,97,21,142,227,18.87,37.44,31.26,143.01,27.8,20,154,209.79,83.88,86.19,12.45,7.7,8.22,209.38,84.89,88.63,206.74,100,89.02,6.74,6.18,7.13,5.87,I
112.22,131.96,158.35,118,131,164,130,135,169,21.95,22.49,26.98,137.21,9.2,140,141,220.33,31.16,65,22.06,14.51,6.38,224.35,26.17,64.71,223.9,25,66.27,5.06,5.64,5.54,5.36,H
60.86,101.4,80.92,59,100,82,66,81,97,25.9,40.36,36,89.84,33.84,90,94,145.54,39.35,39.8,26.79,15.88,15.81,155,37.5,39.22,160,33.33,31.76,7.06,6.64,7.22,7.16,N
28.48,66.4,43.9,26,61,40,0,35,18,18.93,38.87,27,53.26,27.29,50,28,140.32,57.03,26.04,19.26,19.95,15.24,146.4,53.925,23.92,150,100,13.73,6.7,6.06,6.91,6.64,N
14.13,58.42,48.92,12,52,46,0,42,33,12.15,36.13,25.03,47.97,23.01,45,38,171.6,74.32,23.01,19.04,20.9,14.13,173.33,75.93,20.39,180,100,16.47,6.49,5.08,6.73,6.61,N
52.59,79.99,50.22,53,79,49,67,81,15,26.02,38.15,30.01,66.25,30.96,66,74,111.98,42.93,31.38,18.63,17.62,14.94,112.8,37.68,30.98,120,33.33,31.76,6.87,6.66,7.04,6.79,N
187.38,173.36,158.12,192,174,159,209,188,171,33.16,26.39,26.33,170.58,23.98,171,185,43.1,16.71,74.79,72.42,9.71,10.85,26.47,16.23,76.08,28.42,16.67,81.96,6.54,6.72,6.67,6.43,H
48.93,47.09,30.21,49,42,29,51,43,24,9.28,28.39,8.9,39.54,7.2,39,41,40.91,40.57,21.34,20.48,14.58,10.55,36.52,40,19.61,38.57,33.33,20,4.85,4.87,5.14,5.04,N
13.84,67.39,48.49,5,59,41,0,95,69,19.23,42.89,35.13,53.75,35.41,46,15,157.86,83.56,26.44,11.81,18.25,16.82,160,89.09,23.14,150,100,37.25,6.98,4.61,7.21,6.93,N
26.47,29.57,22.62,26,26,22,26,42,34,8.66,28.57,11.72,24.89,11.41,24,13,70.92,29.96,12.89,67.18,20.65,10.69,48,23.33,10.98,0,19.05,16.47,5.47,5.12,5.68,5.5,N
30.05,48.81,85.83,30,49,89,36,66,118,6.6,14.27,25.78,57.74,16.59,59,79,221.23,63.07,33.66,4.48,8.57,10.11,219.71,63.46,34.9,229.57,50,46.27,5.81,4.66,5.62,6.39,H
77.3,124.7,163.36,76,124,39,74,122,169,20.92,27.19,31.73,130.46,22.65,3,130,208.21,54.02,65.67,12.66,7.45,10.47,210,53.945,65.88,210,50,66.27,6.44,6.22,6.48,6.64,H
5.58,106,194.77,2,102,85,0,99,255,7.94,56.01,55.99,119.5,46.73,123,116,209.8,97.15,77.85,15.89,4.2,19.95,211.92,98.98,84.31,210,100,100,7.5,3.64,7.74,7.24,I
16.23,120.06,211.46,14,123,101,0,44,255,14.66,46.89,45.25,135.65,38.81,15,63,209.46,92.14,83.67,12.11,7.15,16.41,210.14,93.67,90.2,210,100,100,7.1,5.3,7.37,6.7,I
53.05,73.84,87.6,54,69,87,50,60,86,11.11,27.88,19.06,73.29,8.92,73,78,210.52,40.29,36.79,18.4,13.36,10.47,213.6,35.8,34.51,213.6,33.33,35.29,5.06,5.08,5.33,5.54,H
50.26,146.22,234.17,51.5,21,126,60,139,254,14.23,42.58,39.74,161.74,31.93,40,180,209.45,78.28,93.14,14.77,7.74,11.89,210.67,78.74,99.61,211.79,77.17,99.61,6.87,5.75,7.32,4.41,I
51.51,84.2,71.81,48,77,61,0,105,0,35.24,55.67,57.59,75.44,51.42,69,0,132.26,47.73,33.91,48.41,25.03,22.69,144,43.75,30.2,120,100,43.53,7.49,6.93,7.61,7.39,N
10.16,32.96,26.55,8,25,22,0,21,19,10.02,31.92,16.63,25.34,14.53,22,22,172.21,69.24,13.26,15.01,18.45,12.59,170.77,66.67,9.8,169.09,100,9.02,5.47,4.72,5.71,5.63,N
150.99,155.63,149.52,26,27,25,155,156,154,16.96,11.89,17.14,153.25,4.91,26,155,83.02,3.36,61.09,37.77,11.24,4.62,90,1.3,60.78,90,1.27,61.18,4.2,4.23,4.33,4.54,H
2.75,85.42,219.86,1,82,228,0,79,255,4.04,26.8,37.34,115.63,18.84,116,114,216.84,98.8,87.53,11.94,1.75,11.01,218.91,99.59,89.8,220,100,100,6.23,2.92,6.31,6.36,I
51.28,93.78,85.57,48,94,86,0,94,104,31.33,42.2,39.61,85.51,38.05,86,87,172.26,49.09,37.14,18.7,18.22,16.52,170.59,45.68,37.25,170,100,37.25,7.26,6.85,7.36,7.31,N
14.99,115.55,205.42,11,120,90,0,92,255,15.67,52.9,41.94,130.72,40.94,9,163,209.78,93.11,81.72,15.55,7.1,14.19,209.55,94.86,85.88,215.43,100,100,7.31,5.16,7.68,6.92,I
44.19,100.28,173.77,41,92,178,37,65,255,22.88,47.46,64.12,115.65,45.31,111,92,215.72,73.08,69.51,14.13,13.69,24.14,218.65,74.62,71.37,220,100,100,7.45,6.47,7.44,7.36,I
144.68,156.18,157.53,160,168,163,191,183,177,44.11,33.08,28.53,155.66,26.9,166,178,143.63,17.42,66.23,86.74,18.26,9.82,180,10.49,68.24,180,0,74.9,6.33,6.81,6.49,6.25,H
4.98,92.5,221.76,3,93,114,0,49,255,5.58,34.7,42.15,120.73,26.53,0,139,215.76,97.86,88.34,12.94,2.36,13.11,218.11,98.41,94.9,222.19,100,100,6.57,3.78,6.87,6.07,I
104.63,94.83,64.52,105,90,65,105,78,72,19.51,25.23,32.89,86.04,21.11,84,73,56.73,41.86,42.99,51,26.3,8.53,39.64,37.39,41.96,40,50,41.18,6.38,6.1,6.27,7.02,N
56.13,55.26,57.91,58,51,57,61,48,51,16.11,29.52,19.76,53.59,13.24,52,51,293.59,20.24,26.06,59.73,16.65,12.08,307.5,14.93,23.92,288,12.5,23.92,5.62,5.82,5.68,5.93,H
205.25,176.77,159.99,213,184,164,237,187,175,34.66,38.46,38.05,174.99,37.7,182,185,23.7,22.9,80.49,23.81,7.62,13.59,22.76,22.49,83.53,20,25,92.94,7.12,6.84,7.13,7.18,H
87.64,98.22,95.44,92,98,99,100,102,103,26.8,29.93,20.28,95.31,20.52,98,102,165.02,14.11,40.09,63.27,16.52,10.61,180,7.61,39.61,180,0,40.39,6.32,6.63,6.49,6.09,H
25.99,49.88,23.02,22,42,18,5,20,0,19.32,37.21,20.66,37.15,24.74,32,14,108.38,61.02,19.56,13.73,21.78,14.59,108,57.14,16.47,120,100,7.84,6.47,6.07,6.77,5.9,N
71.62,110.95,90.46,69,107,88,61,74,43,27.24,44.18,41.76,98.44,37.79,95,56,135.29,35.88,43.67,38.15,16.15,17.27,154.55,34,41.96,60,33.33,29.02,7.15,6.63,7.32,7.3,N
41.34,181.92,250.78,42,56,126,41,196,255,7.56,19.94,20.5,187.18,12,60,194,199.52,83.64,99.01,8.3,2.9,2.36,199.81,83.4,99.61,207.37,83.53,100,5.56,4.81,6.23,2.77,I
46.03,62.88,77.79,41,53,73,32,42,49,21.1,33.53,32.09,64.57,28.29,56,42,206.97,39.76,31.39,27.15,17.07,13.52,207.69,37.04,29.41,210,33.33,19.22,6.51,6.12,6.63,6.83,H
15.59,98.75,189.49,12,97,77,0,116,255,15.45,44.46,55.58,115.77,36.61,119.5,130,212.92,90.25,76.34,16.99,12.69,19.47,214.63,94.035,81.57,209.44,100,100,7.19,5.33,7.32,7.28,I
97.51,121.21,94.22,109,123,96,130,125,96,37.19,27.97,26.76,109.31,23.13,113,116,105.2,33.19,48.29,47.48,14.81,11.31,97.78,28.12,49.41,56.25,25,50.98,6.42,6.89,6.53,6.5,N
93.4,109.04,143.43,99,114,155,100,117,167,19.5,30.15,41.05,116.61,24.94,125,132,230.31,36.12,58.81,32.06,12.18,14.43,228,36.23,61.57,228,33.33,65.49,6.41,5.82,6.31,7.06,H
60.41,82.93,88.07,61,81,90,66,84,91,13.85,22.28,14.67,80.18,10.79,80,80,197.87,32.98,36.16,15.43,12.96,8.15,200,31.33,35.29,200,33.33,35.69,5.46,5.7,5.67,5.52,N
89.5,105.28,103.32,93,104,104,102,104,106,23.48,26.4,23.79,102.26,21.05,103,111,188.31,18.38,42.62,76.81,14.23,10,182.79,17.21,41.96,180,0,40,6.44,6.51,6.55,6.53,N
7.22,171.34,238.23,1,185,252,0,255,255,14.89,58.9,38.32,173.32,41.24,183,201,197.77,97.11,94.97,16.07,5.88,10.19,195.95,99.38,98.82,180,100,100,7.2,3.72,7.65,4.42,I
17.84,46.97,39.63,15,38,36,0,44,43,15.65,39.09,23.65,38.65,23.09,35,28,177.58,63.21,18.84,16.8,21.3,15.29,177.6,60,15.29,180,100,17.25,6.39,5.52,6.6,6.43,N
63.76,215.51,152.99,63,90,29,69,212,151,28.87,21.11,32.6,181.2,22.96,56,194,155.69,71.14,84.51,6.25,11.45,8.28,156.39,71.09,85.49,154.34,67.45,83.14,6.51,6.81,6.33,6.76,N
12.65,73.01,181.13,10,70,71,0,26,238,10.19,41.21,62.02,96.84,38.64,100,135,219.18,92.9,72.28,14.33,5.34,23.03,221.61,93.71,79.22,225,100,92.16,7.06,5.08,6.97,7.46,I
29.18,43.85,33.35,27,36,31,26,30,29,10.61,29.05,9.25,36.89,11.3,33,29,150.15,27.55,17.21,22.19,13.69,11.39,156,26.67,14.12,172.5,29.63,11.76,5.21,5.26,5.55,4.94,N
88.3,96.53,106.68,86,94,108,73,93,117,18.69,20.16,16.39,98.1,14.75,98,101,217.31,18.56,42.71,35.78,11.17,7.08,218.82,18.39,42.35,210,20,45.88,5.8,5.96,5.89,5.84,H
187.11,178.62,138.24,197,186,142,214,203,167,36.18,29.71,35.88,167.69,29.71,174,194,47,27.99,74.95,11.82,11.86,11.71,45,26.63,77.65,45,33.33,83.92,6.72,6.72,6.67,6.95,H
36.54,81.07,138.03,39,82,8,43,86,135,10.99,18.13,24.08,92.35,10.41,94,95,213.43,73.11,54.92,9.53,8.21,8.95,213.49,70.5,53.33,212.55,66.67,52.94,5.22,5.1,5.31,5.85,H
48.36,61.16,52.42,49,57,53,43,52,46,15.02,30.82,16.57,55.02,15.74,56,53,148.3,17.08,24.02,30.1,19.48,12.06,156,11.54,22.35,156,17.31,20.39,5.75,5.54,5.89,5.72,N
51.56,107.58,71.93,50,103,69,45,101,65,19.33,28.34,23.7,88.81,20.05,86,83,140.65,51.5,42.19,13.67,12.18,11.11,142.64,51.06,40.39,145.38,50,39.61,6.11,5.86,6.34,6.29,N
4.87,57.73,151.74,2,56,26,0,0,183,6.55,39.56,50.1,77.59,32.05,77,66,220.18,97.12,61.31,16.58,3.86,18.6,220.135,98.68,61.96,240,100,71.76,6.92,3.51,6.72,7.47,I
9.52,38.14,45.17,7,37,43,0,40,45,9.93,20.76,21.55,34.22,12.57,34,38,192.19,81.4,18.41,12.99,16.41,10.01,191.67,82.76,17.25,180,100,17.65,5.68,4.54,5.84,5.96,N
26.2,103.63,72.27,20,102,70,0,89,0,25.05,46.92,40.14,84.03,40.01,82,79,154.74,77.32,40.74,14.92,16.85,18.4,156.27,78.12,40,150,100,34.9,7.32,5.98,7.53,7.28,N
95.66,103.98,100.77,90,94,93,79,79,86,36.1,41.86,41.39,101.68,38.16,93,84,126.44,9.94,42.25,96.83,15.22,16.9,180,4.76,38.04,0,0,35.29,7.13,7.07,7.17,7.26,H
42.63,51.59,45.82,44,50,47,53,68,60,13.39,25.18,15.21,46.67,14.75,47,59,135.67,15.13,20.29,50.83,17.13,9.84,148,11.48,20,140,0,26.67,5.71,5.47,5.86,5.68,N
17.63,63.25,48.58,11,48,34,0,17,9,19.82,50.19,43.2,52.59,42.05,39,15,150.89,71.52,24.81,24.29,21.71,19.68,159.57,71.43,18.82,108,100,6.67,7,5.42,7.22,6.96,N
29.76,93.76,71.13,27,92,70,0,66,50,21.98,40.32,34.18,78.18,33.06,78,103,160.35,71.08,36.78,9.19,15.79,15.83,161.93,68.445,36.08,163.64,100,25.88,7.02,6.14,7.18,7.07,N
46.16,122.23,182.32,42,115,205,86,115,255,27.93,58.46,69.63,131.98,53.32,133,131,206.33,72.62,73.73,23.77,18.38,25.24,210.17,76.15,82.35,208.93,100,100,7.66,6.63,7.73,7.13,I
214.45,205.33,184.04,225,213,192,230,222,207,33.81,29.9,38.63,200.5,30.5,208,216,38.36,16.01,85.37,17.13,11.39,10.02,36.52,13.54,88.24,30,27.78,90.2,6.77,6.49,6.71,7.04,H
71.98,134.4,144.26,74,135,147,78,136,149,17.75,20.99,22.91,130.04,17,132,134,189.71,51.49,57.89,8.89,8.2,8.04,190.29,50,58.04,190.29,50,58.43,6.08,6.09,6.16,6.21,N
10.02,139.88,240.08,4,22,124,0,172,255,14.88,53.51,30.76,155.16,37.55,35,173,206.15,96.01,95,13.91,5.88,8.52,204.34,98.43,98.82,211.62,100,100,7.04,4.38,7.52,4.51,I
78.75,90.08,83.53,81,89,82,83,99,114,12.84,26.64,34.02,85.27,21.3,85,102,119.86,27.99,38.4,82.15,16.71,11.17,85,26.89,35.69,210,0,44.71,6.06,5.18,6.01,6.66,H
21.22,99.83,196.5,21,93,77,21,67,255,9.72,31.71,38.32,119.48,26.57,118,120,213.46,88.97,77.84,9.96,5.16,13.57,215.82,89.67,80.78,216.88,100,100,6.61,5.14,6.64,6.87,I
62.94,76.63,155.19,64,74,29,64,74,157,6.58,18.37,16.09,97.91,1.91,98,98,231.46,59.89,61.9,12.96,4.17,3.94,233.05,59.48,61.57,232.9,59.24,61.57,2.96,2.79,2.89,3.88,H
29.78,105.14,215.29,17,90,95,4,68,255,30.47,41.15,40.89,129.02,33.93,121,95,214.98,87.7,85.8,12.48,11.83,12.78,218.15,92.5,88.63,218.15,100,100,6.81,6.2,6.79,6.2,I
18.39,46.49,37.14,16,36,29,16,32,25,13.04,34.13,23.28,38.11,20.82,31,28,164.57,57.84,18.42,16.19,17.2,13.51,164,53.57,14.12,153.75,50,12.55,5.68,5.23,5.9,5.83,N
7.82,21.91,27.08,7,18,27,0,17,26,6.21,27.94,8.56,19.57,7.56,19,18,207.6,75.22,12.27,15.89,15.44,10.45,210,74.07,10.59,210,100,10.2,4.93,4.38,5.15,5.09,N
134.06,137.16,134.94,133,133,131,119,119,125,17.11,18.98,19.37,136.33,16.43,133,127,87.63,3.46,54.3,94.75,8.53,7.47,34.29,2.1,52.55,0,0,46.67,5.67,5.65,5.76,5.71,H
30.92,84.82,66.39,21,68,50,0,170,146,28.21,55.61,47.87,71.7,48.15,56,27,159.57,65.94,33.26,9.79,15.31,21.81,162,64.29,26.67,160,100,66.67,7.24,6.29,7.41,7.19,N
43.81,74.71,60.65,43,73,61,34,89,86,20.11,32.42,25.04,64.82,22.76,65,63,156.55,40.8,29.33,13.99,14.83,12.74,159.13,38.16,28.63,150,33.33,34.9,6.53,6.31,6.64,6.64,N
10.96,29.48,74.19,11,25,74,11,24,80,6.42,28.06,23.9,38.59,8.31,39,39,223.81,83.34,30.76,16.59,10.89,11.67,227.03,83.33,29.8,225,100,31.37,5.05,4.61,4.76,6.39,H
22.8,131.79,220.03,17,23,116,0,168,255,19.95,55.12,45.97,144.46,44.13,35,174,207.26,90.48,87.96,15.56,7.94,14.11,205,92.41,95.69,222.95,100,100,6.94,5.89,7.31,6.04,I
51.93,44.59,43.55,51,40,41,48,32,33,8.22,24.73,12.51,43.7,10.05,41,34,282.76,24.77,22.07,121.08,12.21,8.82,349.09,23.81,20.39,356.25,33.33,18.82,5.02,4.66,5.07,5.27,H
23.13,50.67,35.08,24,48,36,27,49,35,9.7,25.26,11.79,41.02,10.48,42,43,150.48,53.27,19.87,11.85,14.21,9.9,150.97,50,18.82,150,50,19.22,5.4,5.28,5.61,5.53,N
69.32,154.07,243.99,71,26,123,45,124,255,24.88,32.39,28.42,172.5,22.71,46,172,210.06,72.15,96.9,12.16,9.65,4.47,212.25,71.37,98.43,214.92,80.77,100,6.54,6.61,7.02,4.25,I
45.79,86.74,90.75,47,84,92,40,79,88,17.98,30.65,27.62,81.93,22.45,82,77,190.44,51.17,37.53,13.34,15.46,12.35,191.58,50.47,36.86,191.25,50,34.51,6.52,6.15,6.63,6.76,N
54.68,156.56,217.15,32,142,225,0,255,255,63.38,58.32,37.35,164.38,48.37,156,255,200.2,77.13,86.63,19.63,24.6,11.51,207.5,85.53,89.02,180,100,100,7.3,6.89,7.29,6.37,I
50.17,47.18,48.65,51,43,48,48,40,42,9.43,29.29,16.5,45.85,11.81,46,44,293.71,25.84,23.19,65.95,14.33,10.72,307.5,21.21,21.18,350.77,20,18.82,5.53,4.92,5.62,5.97,H
69.41,97.17,122.41,70,95,119,79,98,116,25.66,33.53,26.84,100.82,23.7,98,102,209.47,44.78,49.85,15.97,16.21,10.62,210,41.425,47.06,210,50,45.49,6.41,6.58,6.73,6.45,H
44.16,69.15,55.87,38,64,51,29,35,31,26.95,36.91,31.1,58.72,25.52,56,32,152.15,35.75,27.34,18.02,15.87,14.65,150,33.85,25.1,150,33.33,13.73,6.53,6.35,6.68,6.61,N
90.53,95.78,81.68,93,92,82,105,95,65,19.71,25.86,33.49,90.19,22.89,88,83,111.58,30.33,40.85,76.43,19.54,9.41,93,25,39.61,180,38.1,41.18,6.53,6.23,6.45,7.06,N
28.61,34.25,26.39,28,29,26,25,29,29,10.52,32.55,13.87,28.03,12.39,28,30,92.09,27.62,14.62,83.62,21.01,12.31,90,21.05,12.16,0,33.33,10.98,5.63,5.33,5.92,5.72,N
19.48,54.85,121.56,19,50,121,21,44,126,10.85,22.31,34.25,70.03,14.76,69,74,218.18,82.49,48.57,11.8,10.23,13.34,219.71,81.6,47.84,215.24,100,49.41,5.85,5.38,5.72,7,I
39.52,57.18,72,37,54,72,29,64,62,15.29,22.21,14.29,58.96,13.85,57,67,210.59,47.3,29.12,10.71,13.45,7.98,211.11,48.24,28.63,210.97,50,24.31,5.72,5.81,5.79,5.73,H
12.46,53.07,48.99,9,45,42,0,30,22,13.39,37.71,32.85,45.91,30.08,40,21,177.36,76.48,21.2,18.14,21.61,14.86,176.73,79.66,18.04,180,100,12.16,6.77,4.85,6.96,6.88,N
11.63,48.85,42.42,9,42,39,0,62,52,12.26,38.19,27.01,40.25,25.47,37,30,178.04,76.29,19.58,24.79,21.69,14.85,176.25,78.26,16.86,180,100,24.31,6.56,4.77,6.8,6.64,N
39.57,142.24,241.12,39,11,124,40,137,255,12.3,22.14,34.85,160.39,11.38,33,156,209.07,83.78,96.4,13.39,5.39,5.38,212.23,84.17,98.82,203.4,80.65,100,5.48,5.52,6.05,4.45,I
3.33,79.58,215.12,2,74,105,0,60,255,3.61,30.15,47.51,110.11,23.17,113,124,217.9,98.45,85.91,13.53,1.71,15.46,221.22,98.82,92.55,220.55,100,100,6.43,3.33,6.38,6.31,I
43.55,50.69,44.63,43,46,44,40,42,47,12.59,28.89,14.87,45.52,12.85,45,47,137.89,12.2,20.33,104.48,15.17,11.28,168,10,18.43,168,0,16.08,5.58,5.48,5.8,5.68,N
4.27,69.92,217.02,3,66,97,0,65,255,4.66,31.49,39.69,105.5,20.47,106,98,221.14,98.1,86.67,13.96,2.06,11.49,223.35,98.64,89.02,220.08,100,100,6.34,3.59,6.5,6.51,I
20.99,48.84,43.79,17,37,35,0,27,28,16.38,35.33,26.49,42.07,24.35,34,25,175.65,57.1,19.65,13.5,18.35,14.1,175.71,53.19,14.9,171.43,100,10.59,6.15,5.61,6.3,6.27,N
48.71,74.96,72.19,44,74,72,39,39,27,16.82,31.42,33.86,70.16,29.11,68,35,147.15,36.4,30.02,53.55,15.38,12.65,180,37.14,29.41,180,25.64,15.29,6.43,5.86,6.53,6.75,N
4.44,74.54,182.52,2,72,60,0,22,104,5.72,33.98,44.4,99.14,23.53,99,96,216.54,97.65,73.44,14.85,2.91,14.71,218.315,98.82,74.51,229.2,100,40.78,6.57,3.45,6.61,7.12,I
87.64,98.22,95.44,92,98,99,100,102,103,26.8,29.93,20.28,95.31,20.52,98,102,165.02,14.11,40.09,63.27,16.52,10.61,180,7.61,39.61,180,0,40.39,6.32,6.63,6.49,6.09,H
111.03,117.53,114.28,113,117,115,113,118,116,19.93,18.5,14.41,115.51,13.5,116,117,139.16,8.2,46.85,63.31,10.68,6.79,168,4.84,46.27,168,0,46.27,5.77,6.18,5.9,5.52,H
7.26,101.92,199.09,3,109,245,0,132,255,9.24,43.11,73.03,119.98,43.79,137,155,211.31,92.39,78.94,11.3,13.48,27.71,212.94,98.81,96.47,210,100,100,6.98,4.07,7.15,6.05,I
116.46,91.85,64.97,115,90,65,111,85,63,12.77,15.15,8.13,86.21,7.14,86,83,29.95,44.64,46.42,9.29,6.44,5.38,28.93,43.8,45.49,27.39,41.82,43.53,4.79,5.05,4.96,4.64,H
96.8,98.19,100.23,99,100,103,106,109,87,17.71,23.19,23.94,98.31,20.44,101,112,230.06,8.01,40.71,105.83,8.33,9.29,224,7.44,40.78,350,0,46.67,6.26,6.03,6.3,6.44,H
52.28,134.39,245.51,49,1,124,25,100,255,27.91,35.46,28.69,158.9,24.09,28,137,213.44,79.11,97.5,12.4,11.03,4.27,216.78,80.39,98.82,220.53,89.27,100,6.57,6.72,7.02,4.02,I
42.58,114.66,91.47,42,117,94,0,139,105,28.1,44.18,42.44,98.95,38.4,103,114,162.18,65.88,44.97,12.03,17.03,17.32,165.41,61.67,45.88,169.09,100,54.51,7.23,6.55,7.35,7.35,N
46.53,52.21,52.98,45,49,52,46,46,50,15.11,23.71,15.92,50.16,13.83,49,47,193,14.91,21.9,68.04,11.49,9.24,217.5,13.79,20.78,217.5,0,19.61,5.73,5.75,5.85,5.84,N
25.23,125.02,215.25,21,106,88,19,82,255,14.46,45.39,36.09,140.36,33.4,0,111,208.66,88.79,85.95,14.27,5.42,9.8,214.2,89.57,85.1,218.15,100,100,6.74,5.57,7.03,6.31,I
115.85,127.06,132.27,116,2,11,85,175,185,46.15,50.43,53.39,127.52,49.49,4,182,190.4,15.85,53.35,58.72,10.7,20.29,210,14.39,55.29,210,16.67,72.55,7.51,7.46,7.55,7.58,H
35.33,92.86,71.51,26,77,57,0,185,160,30.3,55.82,50.11,78.49,48.89,65,36,156.78,64.72,36.42,11.17,15.07,21.89,159.07,63.27,30.2,150,100,72.55,7.32,6.48,7.48,7.33,N
3.49,51.79,185.69,2,45,68,0,21,255,3.9,33.04,54.47,85.52,32.37,84,45,224.96,98.2,73.42,10.26,1.88,20.65,227.48,98.6,77.65,229.25,100,100,6.6,3.37,6.36,7.03,I
20.44,149.57,86.08,16,22,84,0,228,169,20.42,43.34,40.52,114.73,37.18,115,125,149.91,87.82,58.65,8.74,10.76,16.99,150.41,88.83,58.82,156.56,100,89.41,7.24,5.37,7.4,7.29,N
64.72,91.83,211.48,65,85,91,62,76,255,11.78,29.35,42.96,123.26,20.24,121,114,228.79,69.77,84.91,17.6,5.21,12.23,232.2,69.47,86.67,234.19,66.67,100,6.28,5.02,6.24,6.59,I
44.64,95.16,76.81,36,89,72.5,0,67,0,42.81,55.63,48.95,82.96,49.32,78,0,155.7,61.34,37.95,34.42,24.89,22.33,162.86,58.77,35.29,120,100,26.27,7.5,6.65,7.7,7.45,N
46.58,102.27,70.8,47,94,65,48,94,65,11.82,26.31,23.44,85.18,17.48,80,80,144.4,52.78,40.11,14.56,11.62,10.32,144,50,36.86,140.45,50,36.86,5.77,5.3,5.91,6.18,N
136.09,157.47,168.24,16,33,43,146,176,170,40.76,28.47,25.88,158.07,24.97,35,189,177.98,23.28,68.16,64.45,17.44,7.86,207.27,20.11,68.24,210,0,65.88,6.5,7.1,6.64,6.19,H
54.64,124.1,220.35,55,123,235,60,112,255,19.67,36.69,41.72,144.71,31.91,148,162,215.04,75.7,87.57,12.7,7.59,13.56,217.81,75.69,92.55,217.87,70.15,100,7,6.3,7.17,6.16,I
108.25,119.83,140.74,110,116,138,111,115,206,17.71,26.29,41.71,124.16,22.72,122,122,232.16,25.1,58.04,59.14,14.92,14.65,227.59,21.17,54.9,226.67,40.1,80.78,6.33,5.36,6.2,7,H
45.38,87.48,88.98,43,84,89,41,81,86,18.44,26.33,21.5,82.49,19.14,81,84,185.56,51.22,36.33,9.57,11.79,10.17,187.14,51.06,35.29,190,50,37.25,6.2,6.08,6.32,6.29,N
44.39,58.74,25.86,43,51,23,42,43,18,10.32,29.55,13.14,45.02,14.24,41,33,78.67,55.74,23.25,18.86,12.72,11.44,76,54.1,20,60,50,16.47,5.66,5.09,6,5.61,N
66.42,129.38,177.68,67,138,184,79,156,204,18.52,27.32,24.79,136.68,25.32,145,162,206.16,63.25,69.68,3.73,6.09,9.72,205.31,64.67,72.16,202.81,66.67,80,6.39,6.05,6.5,6.24,H
40.15,89.72,137.15,39,88,2,53,114,114,16.64,35.33,44.13,97.19,31.32,94,72,210.32,72.1,55.34,13.2,7.13,16.76,212.59,70.73,52.55,217.18,66.67,44.71,6.78,5.98,6.72,7.29,H
108.07,119.77,130.16,109,118,4,109,117,133,13.7,16.07,15.35,121,3.81,122,123,216.7,18.46,52.64,16.94,11.15,5.4,218.71,18.25,51.76,220.8,22.63,52.16,3.91,4.68,4.41,4.02,H
37.66,58.79,34.39,32,51,27,22,28,0,23.72,38.47,28.24,47.29,29.52,41,23,107.62,49.9,23.21,28.8,20.03,15.1,105.52,45.83,20,80,100,10.59,6.67,6.39,6.88,6.5,N
2.8,77.43,229.84,2,74,117,0,76,255,3.03,24.95,36.55,113.91,12.45,117,121,219.61,98.79,91.65,13.08,1.33,9.22,221.975,99.18,96.08,221.52,100,100,5.53,3.12,5.56,5.69,I
59.49,110.51,64.39,55,103,60,56,101,53,35.29,42.81,33.7,90.02,36.17,85,81,119.27,49.16,43.35,19.13,17.7,16.81,120,45.98,40.39,120,33.33,39.61,6.86,6.7,7.07,6.74,N
