MediaCanalR,MediaCanalG,MediaCanalB,MedianaR,MedianaG,MedianaB,ModaR,ModaG,ModaB,DesviacionEstandarR,DesviacionEstandarG,DesviacionEstandarB,MedioEscalaDeGrises,DesviacionEstandarEscalaDeGris,MedianaEscalaDeGris,ModaEscalaDeGris,MediaH,MediaS,MediaV,DesviacionEstandarH,DesviacionEstandarS,DesviacionEstandarV,MedianaH,MedianaS,MedianaV,ModaH,ModaS,ModaV,EntropiaEscalaDeGrises,EntropiaR,EntropiaG,EntropiaB,Class
102.92,145.69,228.62,102,141,243,94,133,255,22.04,29.12,40.81,167.2,24.96,166,164,219.33,55.41,91.34,15.73,9.34,11.3,223.09,55.65,95.29,214.84,49.73,100,6.3,6.13,6.52,5.63,H
57.11,96.08,51.99,58,95,54,57,101,51,14.45,28.07,17.74,77.11,17.56,78,79,110.22,47.77,37.69,17.61,10.92,10.99,113.51,45.74,37.25,120,50,39.61,6.15,5.79,6.42,6.12,N
101.2,81.72,66.85,93,70,62,124,113,87,36.72,42.74,41.82,77.91,37.73,70,31,97.31,43.05,41.77,123.84,25.26,15.18,26.44,37.18,38.82,12,29.84,48.63,7.04,6.98,7.09,7.2,H
68.21,162.56,232.98,67,35,110,0,169,255,38.91,46.9,24.8,173.26,35.11,46,169,203.81,71.5,91.98,12.16,15.54,6.92,205.88,71.33,93.33,209.68,100,100,7.12,7.18,7.5,5.67,I
131.35,136.52,133.43,133,137,135,154,150,149,28.71,23.68,20.15,134.87,20.57,136,120,125.64,8.03,54.7,81.67,10.47,8.87,168,5.66,54.12,180,0,47.45,6.34,6.76,6.47,6.08,H
2.38,81.51,225.49,2,77,113,0,77,255,2.43,24.58,38.84,115.28,14.27,118,120,218.05,98.95,89.86,12.67,1.07,11.07,220.43,99.21,94.9,220.88,100,100,5.79,2.92,5.64,5.84,I
6.3,107,216.4,4,110,99,0,112,255,8.06,31.2,39.8,128.31,24.41,5,142,211.16,97.2,86.39,12.43,3.56,11.86,212.86,98.28,89.41,211.08,100,100,6.51,3.89,6.68,6.45,I
70.89,95.16,176.01,57,76,47,32,68,255,52.29,51.05,45.99,115.14,43.36,102,94,228.75,62.03,70.57,19.41,22.25,16.15,230.07,66.345,69.02,240,32.54,100,7.13,7.24,7.27,7.24,I
194.9,221.13,229.17,70,96,107,218,235,244,25.52,13.55,26.33,221.53,12.23,96,236,198.32,16.29,91.27,11.97,9.54,3.87,200.77,15.49,92.16,200.77,10.66,95.69,5.4,5.85,5.49,5.2,H
78.78,110.86,130.57,80,113,9,63,118,143,18.53,23.41,22.23,112.33,16.87,116,122,205.43,41.13,52.68,12.5,9.41,8.11,207.27,40.69,54.12,207.27,50,56.08,5.96,6.01,6.09,6,H
9.71,108.35,215.47,6,107,108,0,52,255,12.59,50.29,45.24,129.32,39.99,8,148,212.09,95.67,85.4,13.32,5.38,16.04,214.4,97.21,92.55,210,100,100,7.28,4.59,7.56,6.46,I
9.11,115.86,214.15,2,115,245,0,170,255,17.26,56.29,54.66,133.15,45.86,141,148,210.12,95.71,85.24,15.03,8.09,19.46,212.79,99.21,96.47,199.1,100,100,7.46,3.99,7.76,6.01,I
2.56,48.95,158.1,1,38,19,0,32,137,3.6,31.44,38,74.86,21.32,66,61,222.23,98.53,63.46,13.83,1.85,13.5,224.9,99.25,58.04,226.67,100,53.73,5.78,3.01,5.66,6.54,I
22.66,35.24,42.97,23,31,44,25,30,63,6.21,29.57,17.75,33.39,9.51,34,34,204.1,48.82,19.37,65.74,21.08,11.83,217.78,50,17.65,218.57,50,24.71,5.26,4.57,5.17,6.13,N
50.44,114.18,181.42,51,114,51,50,114,174,13.42,25.71,33.42,126.62,17.14,127,123,210.16,72.56,72.69,13.65,6.88,10.34,209.52,71.1,70.59,209.27,66.67,68.24,5.94,5.62,6.05,6.51,H
36.59,33.83,17.9,38,29,18,40,28,18,13.25,30.25,6.93,26.71,8.65,27,29,40.12,53.44,16.6,27.81,14.83,11.68,31.58,53.33,15.29,31.58,50,15.69,4.98,5.42,5.23,4.69,N
35.31,71.85,56.08,33,64,52,35,60,33,19.82,38.37,29.28,61,28,56,52,155.11,50.3,28.18,17.93,16.37,15.05,160.59,47.3,25.1,160,50,23.53,6.67,6.22,6.84,6.76,N
131.2,144.05,158.87,133,143,161,135,144,160,13.84,11.5,16.72,146.93,2.36,147,148,217.84,18.53,63.57,14.48,9.33,3.82,220.8,16.87,63.14,220.8,15.53,62.75,3.25,4.19,3.47,4.06,H
176.57,140.17,109.13,175,138,113,164,123,116,29.96,26.59,35.19,134.89,27.15,133,128,35.26,39.51,69.93,53.17,15.39,10.63,26.97,35.75,68.63,30,33.33,64.31,6.78,6.76,6.69,7.1,N
13.99,53.55,155.1,13,51,46,0,1,23,10.41,40.51,64.38,78.54,41.17,83,8,226.21,92.2,61.54,14,4.58,24.8,226.1,92.02,69.02,240,100,9.02,7.08,5.14,6.89,7.48,I
2.7,116.75,247.17,2,115,125,0,111,255,2.87,26.6,29.91,143.1,12.92,14,142,211.5,98.93,98.19,11.78,1.13,4.65,212.88,99.21,99.22,218.88,100,100,5.69,3.07,6.46,3.18,I
64.53,86.25,45.84,71,93,54,74,93,59,22.31,37.97,24.39,70.05,27.93,79,81,85.85,51.41,34.42,21.71,19.4,13.95,91.43,42.42,36.47,94.29,100,36.47,6.42,6.17,6.7,6.15,N
4.91,135.78,236.74,2,135,251,0,130,255,8.44,42.71,38.35,150.89,31.08,155,155,206.13,97.9,94.18,13.4,3.71,10.64,207.95,99.22,98.43,208.12,100,100,6.94,3.5,7.42,4.75,I
40.41,51.33,107.55,37,46,105,33,34,107,13.32,27.08,38.82,65.41,19.04,64,47,232.87,60.83,43.64,17.75,13.74,15.55,234.75,62.14,41.96,240,50,41.96,6.17,5.59,5.78,7.23,I
17.24,43.64,39.42,14,34,33,0,43,47,16.18,39.97,29.47,35.9,26.57,30,25,181.73,62.04,18.17,26.67,23.09,16.01,184.8,60,14.12,180,100,18.43,6.47,5.48,6.67,6.62,N
46.55,94.58,75.78,42,100,80,0,110,0,35.99,49.82,47.32,82.68,46.27,88,0,145.8,59.71,37.32,34.08,24.72,19.54,155.36,58.02,39.61,120,100,43.14,7.37,6.66,7.51,7.24,N
150.91,155.62,150.9,26,27,26,156,158,158,17.19,12.08,17.69,153.72,5.78,27,158,103.06,3.01,61.14,71.86,11.32,4.67,90,1.28,60.78,180,0,61.96,4.47,4.38,4.58,4.73,H
33.79,51.51,38.68,28,30,20,0,7,0,23.56,52.61,44.36,44.41,45.31,27,0,87.87,60.67,22.26,63.05,24.51,19.23,92.73,58.28,13.73,2.86,100,10.2,6.83,6.15,7.01,6.53,N
52.41,69.91,57.76,52,67,58,61,78,54,20.9,33.24,22.09,62.22,21.32,62,64,143.36,21.78,27.43,21.75,15.44,13.04,144,18.18,26.27,154.29,20,30.59,6.43,6.39,6.59,6.47,N
36.08,66.64,48.71,31,51,35,0,140,0,28.15,56.64,46.87,54.9,47.2,42,0,112.39,58.67,27.26,56.16,25.96,21.34,136.67,54.63,20.78,120,100,54.9,7.12,6.42,7.37,6.87,N
37.88,71.1,76.54,32,66,74,0,126,123,32.32,42.72,39.13,66.46,35.96,64,65,194.02,58.65,31.86,15.64,24.43,17.06,196.07,55.88,30.2,200,100,49.41,7.1,6.4,7.16,7.2,N
52.57,98.55,179.15,51,95,56,50,106,140,18.88,30.14,46.12,116.5,20.35,115,115,217.02,69.52,72.54,18.1,15.13,15.14,221.72,73.24,73.33,210,96.69,54.9,6.32,6.19,6.45,7.19,I
103.81,112.24,112.47,102,109,115,105,111,121,23.03,22.95,18.71,110.42,14.86,110,115,191.79,12.28,46.52,67.26,12.55,8.79,212.31,11.3,45.49,212.31,0,47.84,5.79,6.12,5.92,5.74,H
62.22,65.79,62.49,62,62,61,62,58,57,10.34,20.06,11.85,63.43,9.13,62,58,118.64,11.98,26.98,103.02,12.16,7.67,100,9.09,25.88,0,0,24.31,5.18,5.18,5.28,5.42,N
12.24,24.28,24.58,11,18,21,0,14,15,8.67,29.73,16.32,20.79,13.04,18,15,186.64,51.78,11.4,51.71,23.11,12.03,198.26,50,8.63,180,100,5.88,5.58,4.95,5.67,5.86,N
49.93,63.55,71.36,49,61,71,41,63,70,11.97,19.93,10.79,63.58,10.52,63,64,206.91,31.61,28.89,11.95,10.3,6.99,210,30.38,28.24,210,33.33,27.45,5.39,5.51,5.57,5.22,H
10.34,52.57,165.82,4,39,34,0,37,255,14.46,41.34,56.25,80.57,37.08,72,58,224.72,94.93,66.23,13.87,5.99,21.15,226.85,96.97,64.31,240,100,100,7.08,4.62,6.92,7.52,I
32.34,109.02,71.84,21,103,64,0,76,0,37.03,57.2,49.56,88.34,50.36,82,44,145.57,74.08,42.76,14.64,21.7,22.43,148.29,76.79,40.39,120,100,29.8,7.55,6.23,7.73,7.46,N
33.83,48.74,36.34,32,41,34,28,32,31,11.79,30.03,10.62,41.19,12.66,38,32,141.22,24.97,19.12,23.65,14.15,11.77,136.36,23.68,16.08,156,28.57,12.55,5.44,5.43,5.8,5.13,N
173.33,171.38,171.19,178,175,178,193,190,186,30.26,24.26,26.46,171.93,19.92,175,187,149.12,9.96,71.74,130.83,12.34,7.86,113.45,7.37,73.73,16,7.43,75.69,5.94,6.31,6.2,5.97,H
24.16,110.62,72.8,19,112,73,0,132,0,22.74,47.42,37.63,88.35,39.34,89,106,151.91,79.68,43.4,13.99,16.72,18.57,154.39,80.95,43.92,150,100,51.76,7.29,5.75,7.55,7.18,N
15.11,35.58,30.32,12,27,26,0,0,0,14.65,37.68,23.18,28.38,21.79,24,0,172.77,56.87,14.65,45.68,27.04,14.84,180,53.85,11.37,180,100,20,6.18,5.29,6.39,6.26,N
163.04,175.44,181.01,168,182,189,168,190,194,28.12,27.71,30.41,176.2,27.22,183,192,202.59,10.57,71.7,22.66,7.45,11.08,207.27,10.37,74.12,207.27,11.46,76.08,6.63,6.61,6.65,6.65,H
230.9,224.63,200.11,233,226,203,234,229,205,18.93,7.29,17.82,218.51,6.95,220,221,45.11,14.05,91.33,9.03,7.17,2.15,42.5,13.14,91.37,40,10,91.76,4.76,4.47,4.73,5.09,H
10.96,39.09,17.73,3,28,8,0,2,0,19.5,40.02,24.33,27.15,27.88,18,0,128.52,81.08,15.39,33.65,22.75,15.65,127.91,90.38,10.98,120,100,0.78,6.21,4.45,6.67,5.26,N
27.93,80.82,61.21,21,70,51,0,134,107,25.19,52.88,43.13,67.69,44.64,58,33,157.94,68.06,31.7,11.85,17.65,20.73,160.62,65.81,27.45,160,100,52.55,7.29,6.17,7.51,7.21,N
36.03,66.9,59.36,32,64,57,0,66,0,24.59,41.01,35.71,60.55,36.06,58,59,169,49.89,26.79,38.24,19.93,15.81,166.15,47,25.49,180,100,21.96,7.1,6.45,7.25,7.08,N
96.93,127.48,161.42,96,125,34,87,124,158,12.92,14.53,16.88,134.13,8.83,6,132,212.41,40.45,64.16,10.25,7.58,4.87,213.33,39.26,63.53,212.9,41.61,61.96,5.12,5.26,5.23,5.36,H
99.81,90.07,74.32,101,87,73,102,86,73,13.59,20.15,15.66,85.67,9.7,84,83,39.57,26.96,40.69,42.06,15.49,7.2,27.69,28.43,40,30,0,40,5.08,5.19,5.19,5.65,H
72.55,50.75,20.41,63,34,2,61,31,0,29.24,41.76,41.31,41.78,34.86,28,25,46.45,83.57,30.58,62.42,27.08,14.29,30.94,96.72,24.71,32.9,100,23.92,5.62,5.55,5.95,4.51,N
21.13,50.14,130.57,21,41,124,25,37,255,11.31,32.58,59.55,69.39,31.02,63,51,225.4,81.14,52.47,15.25,11.49,23.01,228,81.98,49.41,228,100,100,6.83,5.44,6.38,7.73,I
58.58,106.91,185.75,52,107,60,29,112,255,32.19,39.69,53.06,124.81,34.87,1,139,216.99,67.43,74.21,14.13,18.14,19.31,219.21,70.945,74.9,220,50.31,100,7.11,6.87,7.23,7.23,I
1.76,32.64,169.13,0,23,39,0,20,162,2.72,34.34,34.28,67.82,16.85,63,61,228.76,99.01,68.14,16.31,1.42,10.67,232.41,100,65.88,232.59,100,63.53,5.81,2.48,5.77,6.56,I
179.2,179.97,177.08,35,37,35,137,153,156,45.57,34.96,33.55,179.4,33.62,36,153,115.27,8.25,73.58,99.78,9.76,14.7,48,7.61,65.88,0,0,61.18,6.39,6.86,6.46,6.27,H
34.13,68.34,62.73,32,64,59,28,66,48,18.98,32.01,27.46,61.07,24.32,59,55,172.74,50,27.17,16.15,13.66,13.04,175,49.06,25.49,180,50,23.14,6.59,5.95,6.74,6.74,N
48.15,86.85,25.25,53,84,21,0,79,0,35.29,38,18.35,61.55,24.71,63,61,98.92,79.31,34.93,31.49,13.29,14.92,104.62,78.79,35.29,120,100,37.25,6.58,6.4,6.95,5.93,N
17.9,34.89,49.39,17,27,44,16,25,38,5.53,28.8,15.67,34.99,10.62,31,27,214.66,64.43,21.21,16.34,6.87,11,216.67,63.64,17.65,216.52,60.53,14.9,4.71,4.16,4.88,5.31,H
17.53,78.52,206.75,18,74,85,19,79,255,4.61,26.77,40.18,109.44,18.64,110,103,220.39,91.38,82.53,13.17,2.95,12.64,222.65,91.77,83.92,220.45,89.45,100,6.19,4.16,5.96,6.74,I
69.52,109.81,103.64,69,108,103,65,99,97,31.03,37.31,35.72,102.38,33.17,102,94,174.69,38.48,43.33,12.28,14.91,14.6,175.29,35.71,42.75,180,33.33,42.75,7.08,6.92,7.18,7.16,N
14.64,99.63,188.46,5,88,204,0,155,255,20.78,60.06,63.16,116.25,51.94,114,113,213.02,92.33,75.22,15.69,10.47,23.5,217.83,97.37,81.57,220,100,100,7.64,4.74,7.76,7.02,I
29.66,51.46,38.82,30,49,39,39,54,43,13.17,28.53,19.78,43.56,17.85,43,37,142.88,42.49,20.19,24.24,17.05,11.19,148.24,40,19.22,154.29,50,16.47,6.17,5.74,6.33,6.28,N
41.37,71.06,47.56,34,63,38,7,29,0,32.06,45.97,39.41,59.95,40.79,53,22,123.98,51.89,27.9,24.83,21,17.98,130.59,47.83,24.71,120,100,11.37,7.15,6.73,7.33,6.93,N
23.53,55.44,43.39,22,53,42,0,53,53,15.33,24.04,20.74,47.43,19.36,46,44,156.32,60.06,21.76,13.8,17.32,9.46,159.38,58.54,20.78,160,100,20.78,6.29,5.75,6.39,6.37,N
75.34,118.58,113.15,75,117,113,68,132,105,30.8,35.98,34.14,111.46,32.17,111,103,176.52,38.02,46.9,15.69,14.95,13.97,176,36.04,46.27,180,33.33,51.76,7.04,6.96,7.15,7.1,N
141.58,145.94,162.56,147,146,165,151,150,162,24.3,19,26.24,150.23,11.77,151,156,242.28,16.67,66.1,26.14,13.04,6.56,246,13.75,65.1,260,13.84,63.53,5.56,5.87,5.68,5.74,H
29.93,65.96,50.03,29,60,48,29,65,32,17.77,36.17,25.91,54.98,24.7,53,58,153.2,54.16,25.87,19.2,17.18,14.18,159.57,51.72,23.53,160,50,25.49,6.59,6.01,6.8,6.64,N
65.19,104.19,100.14,64,102,99,65,105,103,26.48,35.17,32.59,97.86,30.88,96,86,178.43,38.69,41.38,12.17,13.98,13.57,180,36.44,40.39,180,33.33,41.18,6.98,6.75,7.08,7.04,N
57.35,74.66,65.3,57,67,61,75,69,95,22.2,38.82,29.94,68.51,30.62,63,0,131.07,19.64,29.37,45.5,22.4,15.15,154.29,10.61,26.27,140,100,27.06,6.71,6.26,6.85,6.68,N
61.82,45.04,17.03,62,40,15,60,35,13,11.02,23.44,9.5,37.23,12.33,35,30,38.28,74.48,25.65,29,11.11,6.99,31.84,75,24.71,30,53.49,24.31,5.54,5.34,6.03,5.07,N
118.58,146.08,158.23,118,18,34,125,148,167,14.58,12.18,15.89,146.64,6.44,19,150,201.13,25.9,63.11,9.99,9.14,4.18,202.76,26.45,63.53,202.86,25.15,65.49,4.66,5.21,4.81,4.54,H
60.39,91.78,97.69,59,88,98,57,86,100,12.28,20.47,13.62,89.01,9.73,87,84,193.4,39.66,39.83,12.55,9.17,7.22,196.1,39.8,38.82,196.1,41,39.22,5.11,5.05,5.33,5.17,H
88.3,102.23,137.57,86,102,135,81,104,98,41.59,42.05,48.33,110.26,37.39,109,70,229.02,37.84,56.14,29.75,21.49,18.16,229.71,36.23,55.69,240,17.35,38.43,7.1,7.27,7.15,7.35,H
63.33,74.09,82,64,70,83,65,70,85,8.48,21.82,13.08,73.82,5.55,73,72,218.69,23.85,33.85,29.37,13.37,8.34,220,25.3,32.94,240,29.41,33.33,4.41,4.27,4.42,5.27,H
48.69,62.28,135.37,51,53,112,51,49,255,10.14,28.01,54.91,81.28,24.28,70,65,235.18,60.93,54.6,18.42,14.69,21.11,240,56.41,44.71,240,50,100,5.62,5.04,5.34,6.71,I
12.92,68.89,152.94,13,59,150,0,54,255,9.22,37.22,58.49,86.24,32.18,80,76,217.37,88.48,61.64,14.97,10.7,22.02,220.77,91.11,60,220,100,100,6.79,4.84,6.48,7.49,I
73.45,71.58,68.4,74,69,69,73,67,75,12.37,21.55,13.28,69.64,10.53,70,68,205.71,10.34,30.22,156.21,12.1,8.06,270,7.81,29.41,350,0,29.02,5.42,5.41,5.56,5.59,H
58.32,105.93,99.02,55,105,99,0,106,104,30.68,41.53,39.45,97.59,37.61,97,95,174.59,47.4,41.94,13.92,15.9,16.11,174.44,44.79,41.57,180,100,36.47,7.26,6.9,7.37,7.33,N
31.78,78.16,60.67,34,91,67,0,25,14,25.48,51.79,39.7,65.93,41.58,78,16,161.25,64.34,30.83,19.89,19.89,20.21,162.86,59.29,35.69,163.64,100,8.63,6.91,5.96,7.13,6.97,N
54.79,54.1,58.39,56,53,61,59,60,71,10.52,24.29,13.38,53.85,9.85,55,64,274.76,17.33,24.74,36.35,11.36,9.28,273.33,15.52,24.31,261.82,16.67,27.84,5.25,5.13,5.3,5.51,H
63.25,74.46,72.26,65,73,70,67,73,67,14.12,24.34,24.17,70.59,14.74,71,74,157.2,15.32,30.98,59.85,17.49,11.46,156,10.26,29.41,180,0,29.41,5.83,5.69,5.98,6.04,N
8.29,94.08,222.95,4,88,112,0,84,255,10.73,45.07,39.91,122.3,32.86,124,132,216.38,96.35,88.71,14.57,4.66,12.28,219.26,98.01,94.51,220.41,100,100,7.07,4.42,7.42,6.25,I
7.2,76.11,154.76,4,66,40,0,22,255,8.45,52.12,66.97,90.77,47.13,88,28,215.81,92.5,61.98,15.87,12.81,25.68,217.75,97.53,67.06,240,100,100,7.41,3.99,7.43,7.8,I
140.52,156.71,167.09,9,26,36,136,152,164,14.92,14.63,12.63,158.05,13.99,27,154,203.19,16.09,65.53,3.52,2.6,4.95,202.86,16.77,64.31,205.71,17.28,64.31,5.58,5.64,5.63,5.44,H
27.14,78.44,82.42,25,73,82,0,61,80,20.31,35.44,27.59,71.06,22.31,70,72,189.09,71.98,35.4,15.7,15.99,13.82,192,70.81,33.33,193.33,100,35.69,6.47,6.04,6.62,6.69,N
22.86,56.64,43.25,22,49,39,0,40,35,16.55,35.46,24.46,47.51,25.96,43,34,158.76,58.81,22.32,22.73,23.42,13.82,160,56.06,19.22,160,100,15.69,6.59,5.71,6.84,6.5,N
45.08,123.64,234.48,42,119,122,6,70,255,30.34,38.52,37.83,147.5,30.2,21,96,214.22,81.88,93.45,13.19,11.84,9.76,217.67,83.235,98.04,220,100,100,6.81,6.7,7.08,5.03,I
142.61,141.62,143.58,148,142,146,157,152,144,26.08,19.17,19.78,141.76,12.59,144,148,230.25,11.1,60.24,121.63,12.88,6.69,246.67,8.19,58.82,350,3.82,58.43,5.46,6.26,5.7,4.73,H
5.59,36.3,38.56,4,31,38,0,26,36,5.55,29.86,12.9,30.65,9.37,30,29,190.65,87.22,17.31,14.86,11.21,11.58,192.86,88.37,15.29,192,100,14.12,5.25,3.94,5.45,5.67,N
124.24,109.26,74.06,125,105,73,120,91,86,20.35,24.82,31.64,99.78,21.72,97,87,46.71,42.39,50.18,37.38,21.56,7.99,38.18,41.91,49.41,40,50,47.06,6.43,6.09,6.35,7,N
25.15,100.29,181.88,20,101,219,0,42,255,23.61,48.32,78.97,115.91,50.49,127,47,208.71,88.24,72.83,14.64,8.74,29.84,212.47,89.84,87.06,196.67,100,100,7.02,5.96,7.14,6.44,I
31.01,86.49,153.87,32,84,25,34,84,152,6.18,16.52,17.28,99.76,5.26,99,99,213.11,79.85,61.24,9.88,4.52,5.1,214.76,78.71,60,214.87,77.48,59.61,3.47,4.4,3.61,4.18,H
56.58,69.43,62.33,61,68,64,63,69,68,20.48,31.99,20.71,64.18,19.63,66,67,156.85,15.97,27.44,30.99,16.36,12.55,168,10.14,26.67,156,7.14,27.06,6.24,6.26,6.39,6.28,N
89.83,153.38,216.54,89,22,88,74,137,255,24.82,23.4,32.05,165.13,20.21,34,148,210.04,59.54,86.2,11.62,8.54,8.43,212.31,59.15,85.1,209.52,62.94,100,6.26,6.48,6.31,6.08,H
51.59,151.7,212.59,37,140,217,19,255,255,46.63,52.46,37.69,159.06,43.17,151,127,201.52,77.79,84.91,14.98,17.97,11.58,206.74,82.94,85.88,180,100,100,7.28,7.02,7.36,6.43,I
187.89,180.63,168.8,193,184,171,227,221,226,38.44,42.23,44.22,178.44,41.55,182,220,55.52,12.67,74.74,56.29,9.41,14.65,33.75,11.31,76.47,30,3.93,87.06,7.18,7.05,7.2,7.25,H
25.06,87.82,77.17,24,89,80,0,93,85,16.3,28.05,23.01,76.18,21.4,79,80,171.82,72.85,34.59,8.93,14.69,10.93,171.63,72.38,34.9,180,100,34.51,6.42,5.78,6.59,6.5,N
4.93,99.21,199.2,2,99,84,0,106,255,6.73,50.34,46.34,117.49,39.96,122,119,212.25,97.71,79.54,15.37,3.11,15.85,213.11,99.13,83.92,240,100,100,7.32,3.49,7.6,7.11,I
61.95,123.13,130.78,64,126,136,74,135,139,18.11,25.18,25.94,118.13,21.42,122,120,188.17,54.09,52.48,8.43,8.71,10.09,189.04,52.55,53.73,189.04,50,54.51,6.37,6.15,6.46,6.52,N
65.67,69.54,73.25,66,65,73,67,65,74,10.98,23.04,16.8,69.1,12.25,67,67,241.85,14.44,30.41,69.05,11.87,9.22,246,13.54,28.63,260,0,28.24,5.54,5.18,5.6,5.89,H
30.91,112.49,212.6,27,110,92,19,91,224,17.86,40.15,30.77,133.03,28.24,5,154,212.75,86.12,84.75,13.67,7.24,7.52,214.29,87.44,86.67,222.86,100,87.84,6.8,6.07,7.2,6.16,I
87.21,59.97,49.1,83,52,44,81,51,40,16.45,25.72,21.86,59.04,19.6,53,51,29.98,45.93,35.01,70.14,14.61,7.81,12.86,47.95,32.55,12.86,50,31.76,5.58,5.13,5.53,5.9,H
97.73,117.77,126.72,100,121,4,107,123,134,18.14,19.5,17.07,117.8,12.9,122,124,203.64,24.4,50.99,12.14,10.6,6.59,205.71,23.88,52.16,200.77,19.55,52.55,5.38,5.9,5.55,5.03,H
54.95,73.73,86.96,56,70,88,56,68,85,7.41,21.75,11.91,74.2,4.96,73,72,210.59,37.98,35.76,15.07,9.15,7.67,213.1,36.71,34.51,210,33.33,33.33,4.29,4.13,4.52,4.81,H
6.13,120.61,224.63,3,123,110,0,128,255,7.94,30.16,39.77,138.87,23.71,16,150,208.37,97.36,89.68,12.31,3.48,11.23,210,98.43,93.73,207.47,100,100,6.45,3.83,6.68,6.14,I
107.3,77.89,57.78,100,68,52,91,50,21,25.23,34.76,33.23,74.44,30.48,67,43,24.1,50.35,43.04,25.88,20.39,10.41,21.23,48.48,39.61,21.23,75.58,35.69,6.61,6.27,6.64,6.81,H
3.59,42.66,167.75,2,37,50,0,25,185,4.18,31.83,44.85,74.08,22.14,75,81,225.82,97.95,67.28,14.38,2.25,16.06,228.55,98.5,70.59,230,100,72.55,6.41,3.38,6.12,7.31,I
121.42,150.15,151.57,120,23,29,121,153,159,23.83,18.65,25.61,146.97,10.33,22,153,184.87,22.84,62.47,42.42,15.14,6.89,196,22.6,61.96,191.25,11.76,60.78,5.11,5.86,5.23,5.67,H
65.63,84.76,95.63,82,104,118,99,115,128,34.08,39.75,37.13,83.99,35.61,104.5,117,207.66,36.75,39.09,14.39,16.42,15.29,210,29.91,46.67,206.9,22.66,50.2,6.03,5.98,6.13,6.15,H
24.85,58.89,35.59,18,48,27,0,37,0,24.37,43.86,31.17,45.19,32.26,37,27,136.48,62.35,23.12,18.51,23.29,17.19,139.02,60,18.82,120,100,14.51,6.78,5.97,7.01,6.54,N
191.26,204.46,223.73,71,74,94,245,204,254,45.11,23.23,17.91,208.24,19.27,76,205,179.15,14.82,88.27,103.14,20.29,7.33,218.18,4.4,87.84,0,0.81,99.61,6.09,7.04,6.4,5.87,H
68.88,91.44,83.39,68,89,82,66,87,81,21.36,31.36,27.07,87.33,26.39,88,96,158.36,22.2,35.86,16.53,13.32,12.29,162.86,21.67,34.9,156,24.14,34.12,6.72,6.34,6.75,6.64,N
60.76,151.52,229.43,62,32,126,73,162,254,23.29,53.71,51.63,164.63,44.59,48,177,209.46,73.72,91.27,17.22,9.29,17.73,209.19,73.23,99.61,210,71.26,99.61,7.03,6.41,7.49,4.16,I
177.76,175.39,171.32,189,188,185,220,222,208,46.87,48.32,46.19,174.49,46.52,187,220,115.77,6.45,70.65,115.95,7.7,17.78,54.55,4.76,74.9,48,14.06,86.27,7.2,7.2,7.24,7.18,H
52.46,67.42,61.8,52,63,60,50,59,54,12.24,24.85,17.36,61.02,11.83,61,63,166.22,19.18,26.8,18.09,13.44,10.34,169.41,16.92,24.71,169.09,15.25,23.14,5.59,5.43,5.74,5.66,N
50.75,95.05,66.25,51,87,59,60,77,50,17.31,30.07,25.75,79.21,20.54,74,67,134.55,46.59,37.28,24.25,15.09,11.79,137.65,42.98,34.12,99.38,33.33,30.2,6.12,5.91,6.34,6.4,N
198.78,202.16,207.75,213,212,222,0,0,222,54.62,49.12,55.03,204.02,49.45,215,0,228.52,9.77,83.08,64.84,20.39,19.4,246,4.5,87.06,246,0,87.06,5.94,6.2,6.09,5.61,H
33.4,54.77,26.58,26,46,18,9,15,0,26.46,40.09,26.31,41.7,30.16,34,11,99.96,60.83,21.48,14.35,23.82,15.72,100,57.14,18.04,80,100,5.88,6.66,6.44,6.93,6.06,N
123.61,136.41,138.5,121,8,15,81,84,186,47.25,49.8,52.11,135.77,47.87,9,183,192.03,14.69,56.94,59.03,13.55,19.54,210,12.3,58.43,210,11.11,74.12,7.47,7.45,7.51,7.57,H
142.61,141.62,143.58,148,142,146,157,152,144,26.08,19.17,19.78,141.76,12.59,144,148,230.25,11.1,60.24,121.63,12.88,6.69,246.67,8.19,58.82,350,3.82,58.43,5.46,6.26,5.7,4.73,H
86.33,107.98,120.16,89,110,126,99,116,135,15.54,20.21,18.64,108.55,13.74,112,118,205.79,29.45,48.4,11.93,8.67,7.43,207.57,29.01,49.8,207.57,27.21,52.94,5.54,5.66,5.66,5.44,H
55.87,75.79,69.85,51,59,56,46,52,54,21.96,39.09,33.51,69.81,32.95,56,52,144.49,20.67,29.94,69.33,18.24,15.34,168,15.6,23.14,0,0,17.25,6.62,6.36,6.76,6.67,N
19.56,43.78,27.13,19,39,26,20,37,25,11.86,27.81,13.32,33.94,11.91,33,33,141.93,54.51,17.18,13.64,17.3,10.92,141.18,51.39,15.29,141.18,50,14.51,5.47,5.35,5.72,5.51,N
22.04,26.68,18.78,22,22,18,22,22,26,7.55,30.71,9.03,21.04,8.83,21,21,69.99,28.59,11.37,57.92,19.97,11.76,48,22.86,9.41,90,20,9.8,5.15,4.92,5.41,5.17,N
73.06,66.82,63.85,70,62,62,63,55,62,22.55,26.75,14.67,65.28,16.96,63,59,176.25,17.84,30.32,152.97,11.25,10.9,260,16.07,27.84,8.57,11.11,24.71,5.92,6.32,6.09,5.59,H
